baseline_similarity,mean_shift_similarity,regression_similarity,sampling_similarity,transformative_loss_similarity,contrastive_loss_similarity,contrastive_cosine_similarity,Sentence1,Sentence2
0.9207778007536558,0.9377377045638386,0.934285460319375,0.9148412879525105,0.9232865639850542,0.9201911387762449,0.8944321231400383,The productivity is high., The productivity is low.
0.9164452116274275,0.9148600887827177,0.9159321476676237,0.910749443946947,0.9227121955289277,0.9074504412777719,0.9090527398793361,The snow is soft., The snow is icy.
0.8134486960096152,0.8460587525410408,0.853251554328053,0.8082741568929308,0.8267649334577395,0.813508333549257,0.797896095147232,The season is enjoyable., The season is unpleasant.
0.8524316262940872,0.8598511423163656,0.8890147683443493,0.8471123016727253,0.7347090780215486,0.7465065489490267,0.7136350214038258,The response was prompt., The response was slow.
0.7452226436778346,0.7917879023815833,0.8398107819146732,0.7475940396476309,0.7968699346141254,0.8007183235323336,0.7624868486858503,The innovation was transformative., The innovation was useless.
0.87940037228516,0.908281579059555,0.9057905827796527,0.8745010355046026,0.9109602704013553,0.9001209944025655,0.909404197209548,The painting was beautiful., The painting was ugly.
0.8037072062478074,0.8552859420928461,0.8694138557776654,0.8092401974311361,0.9222837057884272,0.9055480643550202,0.8908556394941343,The communication was effective., The communication was ineffective.
0.89521205412457,0.9164799432690698,0.9347397585096635,0.8963450682423193,0.9349331338895754,0.9341797989284906,0.9405687160270241,The outlook is bright., The outlook is bleak.
0.87117967215378,0.8810706490207086,0.8977576028954419,0.8661949079620295,0.9893711368733773,0.9931734876726428,0.9941221201046568,The bond was close., The bond was distant.
0.8876626194036928,0.9289966644289802,0.9373363455709042,0.8838850487654856,0.8921609175502506,0.8890813389348264,0.8863120247324796,The environment is clean., The environment is dirty.
0.8717239023160084,0.9017749236017492,0.9132434733600374,0.8645800155885085,0.8822286797819625,0.8919512716152895,0.8757918893547834,The feedback was constructive., The feedback was destructive.
0.8864878452229134,0.9206656735210306,0.9320631057914515,0.879334309666681,0.9769136758375283,0.9787039959205749,0.9782713228555185,The air is fresh., The air is stale.
0.9061326504654104,0.9148213582366681,0.929522917804036,0.9031927822778161,0.983858636860022,0.9888408966776586,0.9917897205305752,The choice was excellent., The choice was poor.
0.9023005105551116,0.9376505887698897,0.9315925219580012,0.9038358310845245,0.9703122945007876,0.9759140214637154,0.9809774905538035,The customer service was excellent., The customer service was terrible.
0.6429353964441891,0.7181870745286651,0.77076601191018,0.6525347624956385,0.9847870534953298,0.9873933609341046,0.9898219494018285,The system was efficient., The system was inefficient.
0.6971775759059634,0.7190777216147484,0.7978618509318682,0.7039880643318084,0.9754905521708778,0.97585687939307,0.9835131897336178,The plan is well-defined., The plan is vague.
0.8928231734938944,0.9183263136851806,0.9180667306857488,0.8894073961299411,0.8809221281584083,0.895542699800637,0.8805087213878159,The structure was stable., The structure was unstable.
0.6658341113305055,0.6810138872909324,0.7127343363438534,0.6582419567923334,0.6696635404171932,0.6323228440859257,0.6333893760075441,The team was united., The team was divided.
0.8347562274953306,0.8597159115131723,0.8902135623138379,0.8354077959853304,0.9061436450621663,0.8903460746453564,0.8823849677062432,The food is delicious., The food is tasteless.
0.9200501267967917,0.9532904752691764,0.9486085694458346,0.9167797773203734,0.9799327710227832,0.9875363066657266,0.9880967520764471,The teamwork was excellent., The teamwork was poor.
0.8427841285680557,0.8574110690030858,0.8728731817136051,0.8421417339724481,0.9777019026219378,0.9786571107156632,0.9796067410807224,The communication was clear., The communication was unclear.
0.8851284923185694,0.8990631264554855,0.9192988857108799,0.8876843559248666,0.8948522205658079,0.8706393528149358,0.8763048770839661,The contribution was substantial., The contribution was minimal.
0.8458354660630053,0.877049125932989,0.9064369140008041,0.8415463646358081,0.9417913777560327,0.9452579000775786,0.9475744543427486,The environment is supportive., The environment is hostile.
0.8534731735918082,0.8692178575287615,0.8951233524708267,0.853129820841684,0.8705729997686303,0.8622252033426635,0.8695649324396227,The amount is sufficient., The amount is insufficient.
0.8821139879981219,0.8851062172052752,0.888467820264212,0.8801722462198716,0.8369280353898133,0.8332831412306563,0.8243052026999939,The deadline was met., The deadline was missed.
0.8467221329581329,0.8510276751948298,0.8728764166273548,0.8389570573655483,0.9129303650623759,0.9219839643526602,0.9205578696983686,The situation is stable., The situation is volatile.
0.8150425770494008,0.8369469338759399,0.8533175580787066,0.8124882913563926,0.7996365567740209,0.8270929827903095,0.8174052586558074,The news was encouraging., The news was discouraging.
0.8305134233730518,0.8395146807109705,0.8484089314036691,0.8250833513144895,0.7899867664230015,0.7760088973664643,0.7881319091431557,The refund was processed quickly., The refund was delayed.
0.891168736983432,0.9074148311949851,0.908068070621361,0.8892181510797184,0.9500011323323051,0.9504418186874721,0.9444835238978947,The method is successful., The method is unsuccessful.
0.793954498135675,0.8022594880258858,0.8456217791841438,0.7926718685987324,0.9811995579175701,0.9842094603962794,0.9865680610677168,The improvement was remarkable., The improvement was minimal.
0.8472148625933221,0.8724959003143813,0.882628437400592,0.8463848363131359,0.883716023639498,0.8732396543280219,0.8526535462001661,The task is achievable., The task is insurmountable.
0.9174169612852081,0.9327753562589051,0.9227325994405757,0.9105392126042935,0.9487705853761749,0.9482924447357133,0.9405064051997105,The dessert was delicious., The dessert was awful.
0.9456248788695294,0.9478095916783689,0.9361689613394524,0.9357253125059104,0.8645408350028524,0.8571141620499241,0.8632624144923482,The adventure was thrilling., The adventure was terrifying.
0.9052766326075512,0.9310705821036473,0.9379520022536866,0.9018780338894147,0.8970525888723542,0.9053922708376927,0.9081679068382971,The diagnosis is accurate., The diagnosis is inaccurate.
0.9185617931010421,0.935975305944998,0.9305476075160919,0.9131369510472238,0.8742718940728587,0.8824986401524674,0.8819643755977359,The atmosphere is positive., The atmosphere is negative.
0.7612482193006209,0.7948258326957423,0.8419982965535281,0.7641051200541903,0.9181972896961496,0.9093691310414644,0.9150542328877027,The service was impeccable., The service was terrible.
0.9340939112605802,0.9439990885668482,0.9411246035369962,0.9260458009380834,0.8974734846130158,0.905238952030424,0.9008582487405932,The dialogue was sharp., The dialogue was flat.
0.8909800220226874,0.9133015715159041,0.9224220949841979,0.8854889397537147,0.9930535081124129,0.9952718517231671,0.9947155811215866,The consequence was beneficial., The consequence was detrimental.
0.7597989103178697,0.8066207705531722,0.8305807373306995,0.7603365198654525,0.9743489460552683,0.9826967812891838,0.9887819155574313,The approach is efficient., The approach is inefficient.
0.7945857951697521,0.79263970866059,0.8262595593496932,0.7938079194207583,0.8717841348214354,0.8826541203020437,0.8773804673746345,The difference is considerable., The difference is inconsiderable.
0.9297058631347483,0.9377240461975096,0.932096132539295,0.9230055743739171,0.8988932480887145,0.8983533150830691,0.8816317435459742,The task was completed successfully., The task was not completed successfully.
0.7719342702478611,0.7927368434759468,0.8262126433096679,0.7714004205756566,0.9141609927317161,0.9164563074409171,0.9310548265447449,The connection is profound., The connection is superficial.
0.9199652727577152,0.950994059134189,0.959081972114874,0.9194220294296047,0.985883084314733,0.9880234796331165,0.988335806982964,The efficiency was excellent., The efficiency was poor.
0.9421858283375737,0.9688253629017473,0.9635645701551905,0.9396867964890705,0.9696816762596929,0.9780454612002828,0.9819093307952143,The product was high-quality., The product was low-quality.
0.9261556132239274,0.8954566595164214,0.9117700582527312,0.9214928589039817,0.9220149893406477,0.9187450947970581,0.9305188023056652,The decline was steep., The decline was gradual.
0.9171849193505089,0.9356721916766185,0.9424279907039659,0.91616296768044,0.8597202573401947,0.8573693650150233,0.847431047523274,The architecture was sophisticated., The architecture was primitive.
0.9382001310532797,0.9630361519006965,0.9524907453855277,0.9318727071284012,0.9094309489367499,0.9260221134460839,0.9270527406759465,The learning experience was positive., The learning experience was negative.
0.8413464475300706,0.868073032471157,0.8894207641370578,0.8436443354745833,0.7801405731839426,0.7709088425819359,0.7507052325353516,The work was excellent., The work was poor.
0.6556045307269874,0.6887946232655473,0.728242147007149,0.6583916473839474,0.9758569434060838,0.979510798420089,0.978345337443792,The resolution is satisfactory., The resolution is unsatisfactory.
0.9458663281720759,0.9569792092765353,0.9559673956768615,0.9414159174823135,0.9379953607344864,0.941296770171863,0.9402301438643569,The capacity was high., The capacity was low.
0.9047582983862417,0.9272422589612732,0.9211147441944176,0.8997588985538842,0.9781116708695198,0.9806336545765733,0.986373139976021,The decision was wise., The decision was unwise.
0.771487203860942,0.807970077241077,0.8450562450485144,0.7676718337900896,0.8385842037580169,0.851189649759253,0.8382413132847648,The respect was mutual., The respect was lacking.
0.7481633934392355,0.7949422920138411,0.8127750121397777,0.748245519016949,0.7978027125659729,0.785112548953572,0.7756826456849448,The news was uplifting., The news was disheartening.
0.8224993957038109,0.8381597345375265,0.8542497928529702,0.8125668402853938,0.8234967224184851,0.8333162832778851,0.8283248049329852,The criticism was helpful., The criticism was hurtful.
0.956680241539676,0.9331700208084859,0.9326052797318951,0.9487832733694453,0.8483519265315566,0.8579354767667958,0.8465242353086908,The cake is moist., The cake is dry.
0.8667333959466232,0.8751943149897736,0.8855797037503212,0.8644692639825389,0.7824891614000222,0.7574776909829439,0.7411863181253397,She supports the cause., She opposes the cause.
0.8952639192049284,0.9189618175504285,0.923465589622509,0.8893852765907239,0.9381327800356193,0.9308124122996959,0.9455095485512779,The weather was perfect., The weather was terrible.
0.9164161186787316,0.9148560655055756,0.9153649852620029,0.9076903758470873,0.775000474635092,0.8242818254857186,0.798242200519763,He agreed to the proposal., He disagreed to the proposal.
0.8183160402293401,0.8458548398743365,0.8782103356638135,0.8200044053845977,0.9892334389951505,0.9938394436752995,0.9969999441264199,The solution is effective., The solution is ineffective.
0.8485958871362536,0.8619395315009295,0.877272532459695,0.8484262374503792,0.9788403598945349,0.9832503364054932,0.9902680220245693,The participation was enthusiastic., The participation was apathetic.
0.8368477885160368,0.8515004381550588,0.8805815539984869,0.8385926355949155,0.8760784734782312,0.8833094854099631,0.8679504369880959,The progress was significant., The progress was slow.
0.8227180521990364,0.8519562266342879,0.8884744179325155,0.8264038817791819,0.8540817510983162,0.8593671048865323,0.8519040116178072,The progress is significant., The progress is insignificant.
0.7915393148629826,0.8144008393140019,0.8190503418861461,0.78699581334474,0.8434451940764518,0.8502509857486239,0.82813374513782,The comment was helpful., The comment was unhelpful.
0.8360949640230144,0.8649258024021215,0.882342107377984,0.832840982169263,0.9753837800709382,0.9798047615035916,0.9858431077149723,The project was completed on time., The project was delayed.
0.8994381256301178,0.9088587630817809,0.9140976992235472,0.8943210059367709,0.9838688162388147,0.9890982377758415,0.993836030698257,The vacation was relaxing., The vacation was stressful.
0.8504807147256137,0.864098876631975,0.8828779749862669,0.8509241039296195,0.978216372003234,0.9747913349270144,0.9883882906067885,The message was clear., The message was ambiguous.
0.9089707372215683,0.9340681301095348,0.9203655606549124,0.9072293625648918,0.9295841727853222,0.9278178395109631,0.9288560355543888,The performance was excellent., The performance was poor.
0.882093400349441,0.8904668766421744,0.9010338197132286,0.8767170851191288,0.8345960059905885,0.8247156734132965,0.8233344764304642,The empathy was genuine., The empathy was absent.
0.9111818896688338,0.9376138828212277,0.9428440818670161,0.907090707064756,0.8595075454650403,0.9056101827987362,0.887761417553861,The party was fun., The party was boring.
0.805376433528857,0.8452771199139905,0.8610833086565894,0.8040508380637897,0.9799583489916858,0.9828394510707654,0.9827807307330708,The suggestion was valuable., The suggestion was worthless.
0.8008226480942757,0.822124718302434,0.8457927056217872,0.8037081621707431,0.8642483629097018,0.8702916405856681,0.8444203457596278,The improvement was remarkable., The improvement was unremarkable.
0.7653252311236362,0.7917203435448956,0.8269879860496379,0.7606033167206682,0.8423998874555536,0.8527222590524579,0.8212070947963803,The response is favorable., The response is unfavorable.
0.8855110920038688,0.9187396628018953,0.9063199954426844,0.8806561345938472,0.9906269325238429,0.9939914640487686,0.992858585907449,The development was positive., The development was negative.
0.833641691827692,0.8721340562669274,0.897205310394845,0.8296428531517148,0.9186323281493904,0.9061079851778295,0.9119481505235565,The landscape is beautiful., The landscape is ugly.
0.8698376938433262,0.884738835896125,0.8913284041137151,0.86756624551808,0.8860016643372616,0.8985141916053324,0.8971015558837683,The effect was significant., The effect was insignificant.
0.851073146616979,0.8818347871671226,0.8795889463809892,0.8504327368987962,0.9815689027178081,0.9846865016314187,0.9866283191459376,The outcome was favorable., The outcome was unfavorable.
0.8196329724559659,0.8596489570541891,0.8748700241041474,0.82050166368593,0.9405619929197272,0.9451774967287745,0.9378158791915783,The suggestion was valuable., The suggestion was useless.
0.8084447232432584,0.8373561678242064,0.8790125196054058,0.8057885463419394,0.971671970037168,0.9815424832770975,0.9820702004181138,The view is spectacular., The view is disappointing.
0.9134248075080823,0.9179885577478057,0.9248958684111936,0.9094419866761059,0.9066520827956019,0.8942131107901234,0.8916459399596454,The progress was substantial., The progress was minimal.
0.7161301966065396,0.7663949172197964,0.799726191391355,0.716451004411828,0.8817131649369753,0.8650126856281342,0.8949935492418486,The conversion was efficient., The conversion was inefficient.
0.8840134012567109,0.9011799754176748,0.9096981562354252,0.8806564563243784,0.9246428351141605,0.9219264350711265,0.9103459169259015,The sculpture was exquisite., The sculpture was crude.
0.9083813704276051,0.8906782624495573,0.9131875032388042,0.8984908281518404,0.8925816048872041,0.8827914242782358,0.9002957780052769,The decline is significant., The decline is insignificant.
0.9297486258518672,0.9211915341280239,0.9265161185534859,0.9273695343446344,0.8793550306394146,0.8702575863225166,0.8736398557559659,The interface was simple., The interface was complex.
0.8548465693838706,0.8600907735324554,0.8656072592287545,0.8551599161165327,0.8224496955201406,0.8260290990083297,0.8207674772133364,The journey was enjoyable., The journey was unenjoyable.
0.8304903110930352,0.8735645654722827,0.89646220332941,0.8367235842209346,0.890056622285341,0.9167296991969972,0.9053143909629762,The collaboration was productive., The collaboration was unproductive.
0.9290702708407894,0.9484631099039321,0.94003485411833,0.9168848084989234,0.9795465812142746,0.9808931598991493,0.9855728979026981,The interaction was positive., The interaction was negative.
0.9204745024555058,0.9271411474795209,0.9212006416098999,0.9063045052371249,0.8412892565544015,0.8357979094768125,0.8354252188660813,The order was fulfilled correctly., The order was fulfilled incorrectly.
0.8892742131566486,0.9104885001232943,0.9204731527793243,0.8902329854928721,0.9831879508850964,0.9856180115664522,0.9882427283305693,The increase was significant., The increase was insignificant.
0.8299996869532899,0.8541227389267427,0.8792540154380183,0.8278195675117839,0.8146281829206714,0.7996668002708984,0.7786851621741725,The park is well-maintained., The park is neglected.
0.8741318081475267,0.8966786992841194,0.9133548298094375,0.8704596287455927,0.801112245803157,0.8130618607644269,0.7721116822560122,The objective was accomplished., The objective was not accomplished.
0.8396711142948527,0.8471466569425974,0.8553599588802199,0.8395930110437269,0.8811591682622897,0.8836982203891333,0.8783159207221689,The participation is active., The participation is passive.
0.9122030011396494,0.9240857092808851,0.9164634870697299,0.9044926099912813,0.8628555674105174,0.8479556703005948,0.8433204902834812,The conclusion is valid., The conclusion is invalid.
0.9097090642215637,0.9422322625636868,0.9452546445426011,0.9124155811547711,0.924132283106666,0.9331550547511726,0.9256892556500607,The efficiency is excellent., The efficiency is poor.
0.7011529108580483,0.7301179446480246,0.7855231561701368,0.6973642262625315,0.8031464812914659,0.827998784484319,0.827342177559887,The system is user-friendly., The system is confusing.
0.8728995315593395,0.9125204968034827,0.9275879777502485,0.8733250487282165,0.9050479818450059,0.9108450851703651,0.8794635140764093,The technology is advanced., The technology is outdated.
0.8497772802716894,0.8532353332683211,0.864015570671268,0.8500510207453941,0.9104721661375019,0.9222846339559071,0.9036746874991911,The increase is dramatic., The increase is minimal.
