baseline_similarity,mean_shift_similarity,regression_similarity,sampling_similarity,transformative_loss_similarity,contrastive_loss_similarity,contrastive_cosine_similarity,Sentence1,Sentence2
6.10461840849589,5.824462239759034,4.613536590339544,6.102159811050854,1.4233305943755363,2.6724179877381973,5.774357498690197,A celebration was held,The celebration was held.
4.938629258330685,4.241050631330067,3.613782444741697,4.955786960972124,3.498801778860046,3.953685613690053,5.881798124537783,A commitment was made,The commitment was made.
6.65253904109083,6.247265296915031,5.5918184746248265,6.550778987199544,6.271763022758769,6.616348483410069,6.651842858271377,The word was honoured,Word was honoured.
4.905605432007171,4.565827782078818,4.191838636975841,4.9370150515277365,4.678816229867393,4.633165709625997,4.916112582872967,The answer was clear,Answer was clear.
5.926363130878942,5.6969460494478,5.922315215433274,6.153643223278945,7.51952642548943,7.281820836680743,8.587573319565559,A match was played,The match was played.
6.103674517493886,5.482331252956791,4.987004731794037,6.209527251591945,2.1225427454945627,2.721747831792846,3.6835442306182333,The objective was met,Objective was met.
4.567568794864519,3.6520708985186636,3.6765641761516568,4.753210373589467,3.9889555476100056,4.5719198391426845,6.839269584466408,The work was progressing,Work was progressing.
4.740337948422689,4.120421120344488,3.675278314173764,4.912304520203095,2.7864018546849274,3.7377235929676282,6.1691251017046875,A promise was made,The promise was made.
4.6788304105977865,4.111621431479186,3.489244545600574,4.6923152494568345,2.5656942926663073,2.725522135539311,6.150885564319573,A compassion was expressed,The compassion was expressed.
6.07202276155244,5.421300782140289,5.136397567020627,5.9896752061680525,4.331685419799596,4.490566495215972,5.569998115745536,A park was quiet,The park was quiet.
4.145373498756753,3.459425876808672,3.3207827155221166,4.2004732396092415,3.437698879319631,3.7839022632887294,4.864066641195552,A path was chosen,The path was chosen.
5.0754470806834275,4.968953871741209,4.391673109129295,5.373889360107055,4.819834697717195,4.487629115585193,6.837458512612299,The flowers are colorful,Flowers are colorful.
4.5748491694153754,4.08247363205901,3.7072971577658644,4.945379564911464,3.803205111286221,4.1157125728043855,3.920046329381063,The speech was engaging,Speech was engaging.
4.183993240805649,3.837544319105767,3.448627466798813,4.289247688741458,3.9820390124639724,4.249839822996885,4.883804737023631,A difficulty was navigated,The difficulty was navigated.
5.6651658983900655,4.836817911493517,4.371824541345923,5.53849325738881,1.4113699408793978,2.5128559185034125,2.7220055177631726,The solution was effective,A solution was effective.
5.729765919474933,5.123370703237474,4.4559024991767515,5.641259139065574,1.743910782435772,2.6146188442719103,5.729855768002839,A challenge was overcome,The challenge was overcome.
5.9717723023191684,5.2025471241980235,4.414341555088288,5.993052918804577,1.7667616768517842,2.2636184383544156,4.367544247362627,A challenge was met,The challenge was met.
5.09688178201201,4.4598536914434,3.977648964619495,4.999826343065039,1.2524225136211276,1.8946324592731418,2.8145090894341815,A potential was unlocked,The potential was unlocked.
5.572493029000939,4.995031098734595,4.743135236372994,6.472735850308714,5.259895151213959,5.143155073041032,6.100705208537246,A moment was cherished,The moment was cherished.
4.510438861064863,3.8058265631316965,4.2847578186038415,4.516761455824482,5.030934631160638,5.069104093378317,5.678936343770682,A cook stirred the pot,The cook stirred the pot.
7.306495874816282,6.655636256609488,5.930493809502656,7.313062638689351,5.700255824779226,6.1289932865392975,6.059903568945046,A moment lingered,The moment lingered.
4.506290870288284,4.225700305887337,4.298275541953819,4.52481214627139,4.507488622440864,5.168309143948628,5.422181386131498,A rabbit scurried through the field,The rabbit scurried through the field.
4.0388910731268926,3.3760910873742493,3.349805192401771,4.0778916007432615,4.243273594917777,4.452573407322397,4.780269406098934,A camera recorded the event,The camera recorded the event.
7.87036211822766,7.136581196766199,6.397476806109659,7.833500094326584,7.634518251262542,7.281090652376838,9.994599526036836,A history was recorded,The history was recorded.
4.763906016604138,4.559645550009562,4.248645055395261,4.849424372217285,7.012687525798825,6.569693296154165,7.183226813420652,A snowman melted away,The snowman melted away.
4.805137889823594,4.471582624374866,4.262405154153811,4.96242613028541,3.930937125701481,4.538138288020996,5.333170326545157,The package was mailed,A package was mailed.
4.745479368810024,4.250348728695663,3.834117751855769,4.72361245534725,4.14649683912624,4.690123693206356,4.81420165864253,The plan was successful,A plan was successful.
5.569496991987475,4.7907379347294485,4.072777305226584,5.52517491047494,3.10172592692744,4.016483418543769,6.555744633783222,The aim was accomplished,Aim was accomplished.
5.273412316560651,4.361518664848617,4.052481393812576,5.297274297261142,1.940468961936107,2.550582652603954,3.9550929911337542,The hardship was endured,Hardship was endured.
3.695628050118344,3.425498070660834,3.3855015670683497,3.8063798478926327,1.561830677300933,1.8174911325176162,3.6562737972768047,A hope was kindled,The hope was kindled.
4.165376271365151,3.6949987274188283,3.395861618004073,4.229788602378538,3.747359067579772,4.033504274307951,5.742000727029878,The destination was reached,A destination was reached.
4.88240389583543,4.473177174336765,4.2809955795453005,5.035011411734699,3.4906334319382077,3.6254982811983267,4.33119605793944,The cafe was charming,A cafe was charming.
5.101880656320788,4.403489497582623,3.848875948999429,5.09827653976055,3.5367828925918396,4.051865310343548,6.178190893646499,A schedule was set,The schedule was set.
5.10614813925762,4.728304619240358,4.011824847199459,5.1711165197125775,1.3347325043702067,2.313124705558831,4.877418684967157,A goal was set,The goal was set.
4.408759101275105,4.232361352137061,4.016921745712503,4.432296833198177,4.120743058103708,4.297268932763754,4.257474060059966,The image was striking,An image was striking.
3.100008024738118,3.912504979663173,3.4817638537231024,3.403505204991336,5.126405029623974,5.031121377516098,6.929941805745006,A ship sailed on the horizon,The ship sailed on the horizon
4.194292614430584,3.445219762898389,3.128206986548828,4.028060589575544,1.5750944148432684,2.627635590651412,4.904945071780265,A destination was reached,The destination was reached.
4.45055960430623,3.7458988857346553,3.4480875951150143,4.46028576072858,3.713716804466069,3.9868302837166674,4.583211088405642,The direction was clear,Direction was clear.
4.486829565975767,3.8873672517585733,3.742662303624875,4.467880762002792,3.776118381234931,4.015365285711457,4.979166153918251,A difficulty was conquered,The difficulty was conquered.
4.341489357335197,4.859520416924077,4.5046506216168645,4.520113472148506,3.733064475392644,4.068871250672108,6.134003390533584,The street is busy,A street is busy
4.271696516263869,4.1666329365693064,3.81600531361227,4.370708761670327,4.206099544844247,4.473825279123526,6.692085702727583,The table was ready,A table was ready.
4.210627673294914,3.915076534293579,3.9272792731057407,4.299735408412174,4.4966566506257815,4.834410119249489,4.801710813624635,A teacher helped the student,The teacher helped a student.
6.032762419983385,5.587619729005699,4.971025577184502,6.073160696699188,4.228491526354006,4.2388999946679915,4.800454574497275,The novel was compelling,A novel was compelling.
5.273412316560651,4.361518664848617,4.052481393812576,5.335120059515737,1.940468961936107,2.550582652603954,3.9550929911337542,The hardship was endured,Hardship was endured.
5.431287205834672,4.8076917210111345,4.428730853978504,5.470137059703626,5.200566796626831,5.647070695527566,5.262252041112233,The happiness was contagious,Happiness was contagious.
4.708485184888602,4.232983588961908,3.5928394506782237,4.6006034475134845,3.544980475364602,3.8428106298054523,5.339646270289562,The outcome was positive,An outcome was positive.
6.047100154819363,4.955777680840308,4.504797981156159,5.96309176215315,1.3837054956700228,1.9831664706618637,3.6698043645623577,The involvement was appreciated,Involvement was appreciated.
5.0220789538959405,4.532963989706961,3.9902234155458265,5.025990603587545,4.533810420458352,4.837410435034466,6.998760475247176,A improvement was seen,The improvement was seen.
4.185545613707726,3.806151323999299,3.7419092986598477,4.020825793267524,4.201738661562466,4.718208462662663,4.645238421384962,A guest arrived,The guest arrived.
6.00152480666256,5.711032674136987,5.302715295974344,6.138852390346585,1.8612037257217318,2.8121380278717467,3.4983483085273503,A victory was won,The victory was won.
4.708485184888602,4.232983588961908,3.5928394506782237,4.685516385139955,3.544980475364602,3.8428106298054523,5.339646270289562,The outcome was positive,An outcome was positive.
5.226243681797634,4.693452877398137,4.528774591665577,5.291962667804264,1.9321681708753,2.6274213854706256,6.430623936465649,A goal was achieved,The goal was achieved.
5.5893065984706425,4.922960025370167,4.564497345879858,5.553085375043107,5.185826452487223,5.70396153839463,6.01604145584262,The observatory monitored the stars,An observatory monitored the stars.
4.379225496478498,3.879780109068572,3.6311082927827742,4.5159867674622385,4.001933366747861,3.883792878557357,4.493885640347057,The assignment was submitted,Assignment was submitted.
5.382768146473993,5.369180929599601,4.871214281616455,5.509920253413575,5.358536931466912,5.466248290764114,8.258537791931637,The team celebrated,A team celebrated
5.308755883342174,5.711649770564401,5.057774582984396,5.467410235602266,3.921836455308597,4.330942315266628,6.157133511997504,The tree is tall,A tree is tall
4.776398255173097,4.480674606193962,3.9057178024355035,4.915924177794305,3.0307016854534647,3.4607703513009143,5.578134730482905,A conversation was started,The conversation was started.
3.667280330457524,3.8317472762410474,3.7898556404311012,3.8688833053928118,4.259091867486982,4.463345460539161,4.808445088169914,The dog barked loudly,A dog barked loudly
5.021040978094041,4.7273777867879705,4.757708127990571,5.002991717836751,5.348014692090662,6.048560509823212,5.298201575049693,The phone vibrated gently,A phone vibrated gently.
5.107678358105104,4.433136934257861,4.141806255535748,5.163050918835904,1.8736816287433284,2.2934503638194643,3.981116513880209,The confidentiality was maintained,Confidentiality was maintained.
5.058209838582384,4.510838970828486,3.998449974767948,5.202255224007867,4.119530059256757,4.167020028746423,6.673703414031907,A memory was created,The memory was created.
3.9414919023437256,4.744381399625079,4.481475460839099,4.141630353669014,3.8332086427713032,4.160865858570466,6.07961796204093,The restaurant is busy,A restaurant is busy
4.431612708696743,4.193314380586104,3.8431519101234612,4.575965692854523,4.89438531733767,5.026375130268927,6.617703822020205,The community prospered,A community prospered.
4.29099719136935,3.608898699648183,3.7225262507142904,4.450082794979978,4.973154361685292,5.551005353492734,5.4172958815045655,The snow covered the mountains,Snow covered the mountains.
5.186549835026303,4.629372026520686,4.201734169227336,5.172290636083995,3.888806519853573,3.8041269431000293,5.221463355401315,The achievement was recognized,Achievement was recognized.
4.956058062747212,4.110426751468544,4.2135922718683725,4.926766079569642,5.185748180904305,6.160742589284387,6.608002285042318,The opportunity was seized,An opportunity was seized.
6.2418386945148185,5.726578456534806,4.839913582629057,6.1717122232403225,4.158638640314315,4.0286552240304285,7.608822091425696,The challenge was overcome,A challenge was overcome.
4.631622401377888,3.8223452389953247,3.455105660486335,4.574385993097112,3.28673716851114,3.51609503412523,4.485794640906264,The solution was effective,Solution was effective.
4.418282048019348,4.818987230068629,4.404830920496187,4.614014487329471,3.6262403818852262,3.4261009102307187,6.107997425031014,The desert is hot,A desert is hot
8.361206693702071,8.057691296655403,7.782037830769995,8.516148577830121,7.755661233078574,7.845625770823739,9.588449289465384,A country progressed,The country progressed.
3.729307939414334,4.328262161820385,4.107305588495572,4.320493665249472,4.270279847040876,4.018817687886268,5.878437827586815,A team worked collaboratively,The team worked collaboratively
4.356694473942377,3.9684936216121574,3.9661143472847717,4.367996352383554,1.6954570081323848,2.671575359361359,3.0521818850968456,A skill was developed,The skill was developed.
3.9189611257839565,3.173924600505596,3.0314350572958397,4.141072233443131,3.770924626237057,4.3706966112473635,4.484195237903817,The solution was innovative,Solution was innovative.
4.544848152139747,4.049169908958372,3.66733860289507,4.474623656687117,3.8394449401305755,4.180576565952966,7.376773528016449,A loyalty was shown,The loyalty was shown.
4.629741844511047,4.329959825147712,4.267462473711586,4.816544895333708,4.634859785524151,4.830469830495318,5.628764996347146,A gift was received,The gift was received.
5.240638728340112,5.2089671980137275,5.29728180079011,5.34522346327056,5.099587790627003,5.0291025525461,6.736696331201313,The prize was accepted,A prize was accepted.
5.839270226282825,4.880478907968253,4.3333974467590055,5.842865284528428,4.0331856014060365,4.4982198461304606,4.447518024035109,The design was effective,Design was effective.
3.470878259944014,3.8382930816227585,3.8490465742381375,3.8843353223791883,4.063221374032225,4.39245382514922,6.420168389836858,The phone is ringing,A phone is ringing
5.263235555968563,5.105055536023239,5.001111114274101,5.31744570721498,4.356295543244621,4.564611158277592,5.4111459415451275,A problem was encountered,The problem was encountered.
4.001502165033202,3.8721147591910166,3.7419251203644266,4.161846810336343,5.4874626281692755,5.33704775084375,7.0229511083184235,A painting hung on the wall,The painting hung on the wall.
4.257321362518758,3.642254450839668,3.3249669877661927,4.36700992209068,2.4973838122833545,3.25389513687304,4.337857311475519,A target was reached,The target was reached.
5.513997768029731,5.5125362089352326,4.877128164472359,5.563707338187571,3.6917348284615663,3.9278148140192903,5.319638755230352,The lake is calm,A lake is calm
6.770982386208656,5.989958954792991,5.4017208148641815,6.658910541919222,1.4644213127873371,2.1532374346013023,1.274151989482417,The discussion was productive,A discussion was productive.
2.778513311041114,2.7056095315968736,2.7355510625112984,2.954923881895368,4.400941128690723,4.995907271448017,5.127776511205966,The sea is vast,The sea is vast.
3.9911590933457477,3.5296403393042786,3.123329967865902,4.01732575106749,3.807098238809948,4.263722676791095,5.92280546869583,The dessert was sweet,Dessert was sweet.
5.92057897096739,5.321874202715284,4.656735336586862,6.057476203580045,5.5987670266963985,6.216680486321538,6.175993845984916,The era ended,An era ended.
4.376156689377283,3.8287881265570367,3.7374538984851813,4.406516982876299,1.8142959495159807,1.8399257092828705,4.421899951997026,The assistance was invaluable,Assistance was invaluable.
6.118719154791512,5.376345100098675,4.801777016435802,6.092394362222098,3.7198690477201386,4.185037943694775,4.841178430495412,The experience was valuable,Experience was valuable.
4.060008041387083,3.5988616556784656,3.0522739068301292,4.35269977549163,2.7304677492804603,3.2895423756703557,5.153644599467978,A thank you was offered,The thank you was offered.
4.7976381801269765,4.221484023940943,3.720320888013322,4.778244741874697,5.128918745826848,5.674235147054101,6.544326051985315,A reservation was made,The reservation was made.
3.558534470744295,3.373959408849396,3.3217363693197326,3.748814669692447,4.054974578861511,4.915260654101033,5.091267957252251,The voice was powerful,A voice was powerful.
